Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4312361152,2017-07-25T00:00:00,827,,,CA,,,JEEP,PA,GY,146 DOUGLAS STREET,645B,56,80.69BS,NO PARK/STREET CLEAN,73,6483317.732839,1845289.342427
4350876950,2019-03-31T00:00:00,1442.0,202,,CA,202001.0,,TOYT,PA,GY,1125 HYPERION AVE N,00405,54.0,80.58L,PREFERENTIAL PARKING,68.0,6477144.693001,1856130.054127
4251174885,2015-01-23T00:00:00,936,,,CA,201510,,HOND,PA,GY,3500N EL SERENO AVE,00631,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4348963942,2019-03-04T00:00:00,1254.0,,,CA,201809.0,,CHEV,VN,BK,R/O 217 AVENUE 31 E,00633,56.0,80.61,STANDNG IN ALLEY,68.0,6497106.465063,1851902.26825
4319395205,2017-11-01T00:00:00,1325,96,,AZ,201808,,JEEP,PA,RD,1746 ORANGE DR N,00483,54,80.58L,PREFERENTIAL PARKING,68,6458210.915646,1859940.674746
4311084470,2017-07-12T00:00:00,1019,,,CA,201712,,HOND,PA,BK,725 BERENDO ST N,00455,54,80.69BS,NO PARK/STREET CLEAN,73,6472575.52217148,1844080.32016793
4326781410,2018-03-29T00:00:00,44,,,CA,201805,,MERZ,PA,BK,201 SOUTH ALEXANDRIA AVENUE,00402,54,5200,DISPLAY OF PLATES,25,6471451.225422,1848428.734658
4316204443,2017-09-11T00:00:00,1147,WA110,,CA,201709,,JEEP,PA,BK,1901 WILSHIRE BL,00645,56,88.13B+,METER EXP.,63,6478797.33192,1843200.509114
4306844113,2017-04-20T00:00:00,1018,VW1381,,CA,201702,,FORD,PA,BL,601 BERENDO ST S,00462,54,88.13B+,METER EXP.,63,6472581.813227,1845657.787399
4307244141,2017-04-25T00:00:00,1652,,,NM,201709,,KIA,PA,BK,335 LA BREA AVE N,00400,54,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163,6457478.602191,1847378.564378
4250749451,2015-01-23T00:00:00,412,,,CA,201501,,BMW,PA,RD,126 52ND PL W,00500,56,22500E,BLOCKING DRIVEWAY,68,6476693.7,1820700.3
4266887693,2015-09-21T00:00:00,402,,,CA,201510,,NISS,PU,SL,1900 ORANGE DR S,00111,51,80.56E4+,RED ZONE,93,99999,99999
4256910545,2015-04-23T00:00:00,1314,34,,CA,201601,,FORD,PA,WT,6646 COLGATE AVE,00474,54,80.58L,PREFERENTIAL PARKING,68,6449038,1848158
4312585340,2017-07-05T00:00:00,1221,,,CA,201709,,TOYT,PA,WT,8806 READING AVE,00133,51,80.69BS,NO PARK/STREET CLEAN,73,6445949.199836,1807267.38933
4260122090,2015-05-26T00:00:00,917,,0811,CA,201502,,CHEV,PA,WT,1901 MAIN ST S,00600,56,80.69C,PARKED OVER TIME LIM,58,6495216.7,1846515.2
4253437075,2015-03-04T00:00:00,1509,64,,CA,201509,,TOYT,PA,RD,1535 NORTH LAS PALMAS AVENUE,00493,54,80.58L,PREFERENTIAL PARKING,68,6459853.3,1858431.9
4287250391,2016-07-12T00:00:00,2148,51,,CA,,,MERZ,PA,BK,4216 GREENBUSH AVENUE,00309,53,80.58L,PREFERENTIAL PARKING,68,6432750.4,1876416.9
4292070274,2016-08-31T00:00:00,1013,,0800,CA,,,HYUN,PA,GY,182 FORMOSA AVE S,00476,54,80.69C,PARKED OVER TIME LIM,58,6456823.7,1848565.1
4255642996,2015-03-26T00:00:00,133,,,CA,201411,,STRN,PA,RD,1601 TEMPLE ST,00602,56,5204A-,DISPLAY OF TABS,25,6513375,1744954.1
4263365676,2015-08-07T00:00:00,1429,,,CA,201601,,GMC,VN,WT,369 WALL ST S,00664,56,80.56E2,YELLOW ZONE,58,6487606.8,1839497
4320582394,2017-11-14T00:00:00,1118,CB2201,,CA,201807,,FORD,PA,BL,811 SAN JULIAN ST S,00665,56,88.13B+,METER EXP.,63,6485990.268323,1836771.853195
4256347885,2015-04-09T00:00:00,1938,SS452,,CA,201506,,TOYT,PA,BK,1901 SAWTELLE BL,00111,51,88.13B+,METER EXP.,63,6426868,1838148.1
4272505661,2015-12-14T00:00:00,146,,,CA,,,MERZ,PA,BN,6541 HOLLYWOOD BLVD,00403,54,80.69B,NO PARKING,73,6460990.2,1859517.2
4284413070,2016-06-02T00:00:00,1056,,,CA,201512,,TOYT,PA,BK,755 SAN JULIAN ST S,00684,56,5204A-,DISPLAY OF TABS,25,6486332.7,1837111.7
4306631265,2017-04-13T00:00:00,832,,,CA,201710,,NISS,PA,GO,7609 SALE AVE,00371,53,80.69BS,NO PARK/STREET CLEAN,73,6374498.24641142,1898849.42892409
4256086004,2015-04-13T00:00:00,1324,,,CA,201511,,BMW,PA,GN,4331 28TH ST W,539BH,55,80.69B,NO PARKING,73,6460525.3,1833886.9
4347838224,2019-01-23T00:00:00,1108.0,,,CA,201902.0,,HYUN,PA,BK,4345 WILLOW BROOK AVE,00445,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475197.04834,1855156.2326759999
4342034255,2018-10-25T00:00:00,827.0,,,CA,,,HOND,PA,GY,10821 BLIX ST,00356,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450794.982385,1879595.426405
4330382943,2018-04-06T00:00:00,1249,77,,CA,201805,,VOLK,PA,BL,3252 FAY AVE,178R1,51,80.58L,PREFERENTIAL PARKING,68,6446301.753863,1834081.659904
4338984521,2018-09-24T00:00:00,1417.0,,,CA,201810.0,,NISS,PA,SL,19301 BLK SATICOY ST,378R1,53.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
4259179131,2015-05-13T00:00:00,920,,,CA,3,,OTHR,CM,BN,420 3RD ST E,00688,56,80.56E1,WHITE ZONE,58,6485996.8,1841444.2
4313495701,2017-08-01T00:00:00,844,,,CA,201710,,HOND,PA,GY,1355 70TH ST W,00555,55,80.69BS,NO PARK/STREET CLEAN,73,6470926.4319258,1813855.36618819
4312453530,2017-07-16T00:00:00,1625,12,,CA,3,,FORD,PA,GY,1037 HYPERION AVE,00403,54,80.58L,PREFERENTIAL PARKING,68,6476774.962334,1855431.919824
4306880756,2017-04-20T00:00:00,1049,,,CA,201708,,TOYT,PA,GY,1200 BROCKTON AVE,00151,51,80.69BS,NO PARK/STREET CLEAN,73,6420751.548992,1839436.878552
4299707495,2016-12-23T00:00:00,836,ED83,,CA,1,,HOND,PA,BK,1001 8TH ST E,651B,56,88.13B+,METER EXP.,63,6481945.947431,1840311.305592
4297361865,2016-11-28T00:00:00,1937,49,,CA,,,AUDI,PA,BK,11326 MISSISSIPPI AVENUE,00206,51,80.58L,PREFERENTIAL PARKING,68,6427468.249957,1836962.716464
1111149480,2015-03-23T00:00:00,808,,,CA,201509,,MITS,PA,BK,3401 MANNING AVE,00141,51,8069BS,NO PARK/STREET CLEAN,73,6438918.5,1833786
4331551313,2018-05-10T00:00:00,1027.0,,,CA,201811.0,,GMC,PA,GY,17440 BURBANK BOULEVARD,369B,53.0,80.69AA+,NO STOP/STAND,93.0,6406481.779413,1885467.9662259999
4303794423,2017-03-06T00:00:00,1136,,,CA,1,,GRUM,CM,BN,116 8TH ST W,00600,56,22500H,DOUBLE PARKING,68,6484943.111833,1838051.530769
4284077000,2016-05-25T00:00:00,15,,,CA,201611,,OLDS,PA,BK,5301 9TH AVE,00505,51,80.56E1,WHITE ZONE,58,6457074.7,1843987.2
4350542696,2019-03-15T00:00:00,1618.0,,,CA,,,MERZ,PA,GN,340 ALVARADO ST S,00600,56.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6478948.948247001,1845158.065271
4295062715,2016-11-01T00:00:00,1019,,,CA,201707,,HOND,PA,TN,7212 WARING AVE,00493,54,80.69BS,NO PARK/STREET CLEAN,73,6456741.143088,1853596.256173
4351328973,2019-03-19T00:00:00,1708.0,WU761,,CA,201906.0,,MITS,PA,GN,840 BEACON AV,00600,56.0,88.13B+,METER EXP.,63.0,6478749.172493,1841508.05253
4319969732,2017-10-30T00:00:00,1642,,,CA,201712,,HOND,PA,GY,8721 WEST 3RD STREET,401B,54,80.69AP+,NO STOP/STANDING,93,6445863.562468,1849380.052108
4329686336,2018-03-29T00:00:00,1908,BR49,,CA,201805,,INFI,PA,SL,11701 SAN VICENTE BL,00206,51,88.13B+,METER EXP.,63,6416064.544237,1841198.541031
4347195672,2019-01-25T00:00:00,1856.0,,,CA,201902.0,,HOND,PA,GY,3410 DREW ST,00600,56.0,22514,FIRE HYDRANT,68.0,6488659.869526,1866589.551089
4349037696,2019-02-19T00:00:00,2029.0,51,,CA,201903.0,,HOND,PA,RD,4340 ALLOTT AVE,00300,53.0,80.58L,PREFERENTIAL PARKING,68.0,6432184.053476,1876778.601235
4256374964,2015-04-23T00:00:00,143,,,CA,201507,,BMW,PA,BK,1631 COSMO ST,00403,54,80.69B,NO PARKING,73,6462126,1859064.2
4302248392,2017-02-02T00:00:00,1316,,,CA,201712,,NISS,PA,GY,4069 MUIRFIELD ROAD SOUTH,00500,55,80.69BS,NO PARK/STREET CLEAN,73,6456469.915868,1826841.419367
4281289386,2016-04-26T00:00:00,1135,,0923,CA,201610,,CHEV,PA,BK,742 SOUTH BURLINGTON AVENUE,00644,56,80.69C,PARKED OVER TIME LIM,58,6478702.6,1842244.2
4322782133,2017-12-09T00:00:00,1148,PC127,,CA,201808,,TOYT,PA,BL,3800 PICO BL W,313W,51,88.13B+,METER EXP.,63,6463986.581478,1839800.999386
4266217292,2015-09-10T00:00:00,1713,WB784,,CA,201505,,CHEV,PA,OR,541 23RD ST W,00612,56,88.13B+,METER EXP.,63,6473816.6,1721824.4
4269977036,2015-11-05T00:00:00,1208,,,CA,201510,,NISS,PA,GY,9717 ISIS AVE,00136,51,80.69BS,NO PARK/STREET CLEAN,73,6447313.6,1803858.6
4266706393,2015-09-10T00:00:00,2100,53,,CO,201601,,NISS,PA,RD,634 FULLER AVE N,00401,54,80.58L,PREFERENTIAL PARKING,68,6455740.7,1852565.6
4350777410,2019-03-19T00:00:00,1228.0,,,CA,201911.0,,HOND,PA,WT,348 GLESS ST S,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6494166.002195,1838283.321425
4268397556,2015-10-20T00:00:00,1751,LC173,,CA,201603,,LNDR,PA,BK,8300 BEVERLY BL,00471,54,88.13B+,METER EXP.,63,6449618.9,1850270.7
4299652265,2016-12-28T00:00:00,812,,,CA,,,NISS,PA,WT,2337 GLENCOE AVE,138R1,51,80.69BS,NO PARK/STREET CLEAN,73,6425881.155246,1821832.420117
4335959342,2018-07-11T00:00:00,834.0,,,CA,201811.0,,BMW,PA,BL,1826 BRONSON AVE,00147,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461967.9642,1837499.402998
4263909834,2015-07-30T00:00:00,957,VN361A,,CA,201511,,TOYT,PA,GY,14502 SYLVAN ST,00363,53,88.13B+,METER EXP.,63,99999,99999
4312826195,2017-07-21T00:00:00,1024,,,CA,201804,,HOND,PA,GY,4381 1ST ST W,00460,54,80.69BS,NO PARK/STREET CLEAN,73,6468850.23626755,1849346.16340658
1111751535,2015-01-09T00:00:00,1851,SO549,,CA,,,AUDI,PA,WH,14159 VENTURA BL,01201,53,8813B,METER EXPIRED,63,6428080.2,1877169.7
4286539913,2016-07-09T00:00:00,242,,,CA,201701,,MERZ,PA,BK,5700 98TH ST W,00501,51,5200,DISPLAY OF PLATES,25,6445814.4,1803440.4
4315553432,2017-09-07T00:00:00,1124,,,CA,201705,,HYUN,PA,MR,712 GRAMERCY PL S,00460,54,80.69BS,NO PARK/STREET CLEAN,73,6466804.347377,1844185.870735
4261124954,2015-08-03T00:00:00,1305,MD387,,CA,201508,,LEXS,PA,BK,1500 EASTLAKE AV,00632,56,88.13B+,METER EXP.,63,6499498.6,1845294.6
4344322113,2019-02-12T00:00:00,1220.0,,,CA,201903.0,,FORD,PU,GN,3020 70TH ST W,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6462908.805485,1813942.0472569999
4250898396,2015-01-06T00:00:00,1052,,,CA,1,,FRHT,VN,BN,325 8TH ST W,657,56,80.56E4+,RED ZONE,93,6502182.5,1741122.6
4275111385,2016-02-05T00:00:00,1428,30,,CA,201610,,MERZ,PA,WT,738 HARPER AVE N,00491,54,80.58L,PREFERENTIAL PARKING,68,99999,99999
4319306795,2017-10-14T00:00:00,1253,,,CA,201706,,NISS,PA,BK,12500 GAULT ST,00353,53,5204A-,DISPLAY OF TABS,25,6439127.70793,1895185.502631
4252906641,2015-02-23T00:00:00,837,,,CA,201507,,FORD,PA,RD,8542 SATURN ST,00141,51,80.69BS,NO PARK/STREET CLEAN,73,6447395.7,1841434.5
4281343430,2016-04-28T00:00:00,1046,LH224,,CA,201703,,NISS,PA,BK,100 AVENUE 24,00610,56,88.13B+,METER EXP.,63,6495957.7,1850120.4
4266837304,2015-09-09T00:00:00,1410,ED632,,CA,201606,,BMW,PA,BK,1031 TOWNE AVE S,00681,56,88.13B+,METER EXP.,63,6485982.5,1834825
4328156943,2018-03-16T00:00:00,1222,,,CA,201811,,NISS,PA,BK,800 WESTMORELAND AVE S,465R1,54,80.69BS,NO PARK/STREET CLEAN,73,6474106.66429,1843512.780949
4332159731,2018-05-30T00:00:00,1006.0,,,CA,201807.0,,MERZ,PA,BK,320 118TH PL W,00555,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477147.652856,1795409.093911
4280050165,2016-03-23T00:00:00,1229,,,CA,201608,,HOND,PU,SL,22122 HART ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4251743705,2015-01-23T00:00:00,1841,,,CA,201507,,FORD,PA,WT,645 9TH ST,00182,56,80.69AA+,NO STOP/STAND,93,6438635.1,1780677.4
4325401161,2018-02-03T00:00:00,2035,138,,CA,,,NISS,PA,WT,5965 MAMMOTH AVE,360R1,53,80.58L,PREFERENTIAL PARKING,68,6430905.067689,1887718.527437
4291819184,2016-09-16T00:00:00,1631,,,CA,201704,,HYUN,PA,WT,1261 SUNSET BOULEVARD,00600,56,80.70,NO STOPPING/ANTI-GRI,163,6485810.5,1848120.6
4329087431,2018-03-23T00:00:00,1101,WV60,,CA,201806,,VOLK,PA,BK,10900 KINROSS AV,00102,51,88.13B+,METER EXP.,63,6426701.335931,1844786.888951
4339801292,2018-09-24T00:00:00,1032.0,,,CA,201906.0,,FRHT,CM,WT,375 NEW HAMPSHIRE AVE S,00474,54.0,22500H,DOUBLE PARKING,68.0,99999.0,99999.0
4262152790,2015-06-25T00:00:00,825,,,CA,201508,,MAZD,PA,BK,11000 OHIO AVE,00108,51,80.69BS,NO PARK/STREET CLEAN,73,6427149.7,1841575.5
4286719080,2016-06-30T00:00:00,739,,,CA,201604,,BMW,PA,BK,2411 52ND ST W,00541,55,80.69BS,NO PARK/STREET CLEAN,73,6464863.2,1820732.1
4345265400,2019-01-11T00:00:00,1739.0,SO17626,,CA,201902.0,,SUBA,PA,WT,15314 DICKENS ST W,00315,53.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6420562.537873,1878267.099954
4268331815,2015-10-08T00:00:00,326,,,CA,201507,,FORD,PA,GY,2112 GLENDALE BOULEVARD,00611,56,5204A-,DISPLAY OF TABS,25,99999,99999
4349843024,2019-03-03T00:00:00,38.0,,,CA,201810.0,,TOYT,PA,GY,720 DETROIT ST N,401B,54.0,5204A-,DISPLAY OF TABS,25.0,6457156.252215,1853066.622118
4266909802,2015-09-29T00:00:00,1242,,,CA,201510,,BMW,PA,WT,3131 73RD ST W,00556,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4268762245,2015-10-01T00:00:00,829,,,CA,201609,,FORD,PA,SL,479 LANDFAIR AVE,00154,51,80.69BS,NO PARK/STREET CLEAN,73,6424915.8,1847794.2
4245869832,2014-11-03T00:00:00,1919,BR46,,CA,201409,8992,TOYT,PA,BK,11701 SAN VICENTE BL,00112,51,88.13B+,METER EXP.,63,6420608.3,1842259
4317786244,2017-10-05T00:00:00,1248,,,CA,201805,,JEEP,PA,WT,520 6TH ST W,00600,56,80.56E4+,RED ZONE,93,6484601.53232,1840014.015518
4267766134,2015-09-20T00:00:00,1626,HO6618,,CA,201604,,FORD,PA,GY,6520 HOLLYWOOD BLVD,00403,54,88.13B+,METER EXP.,63,6461214.3,1859518.3
4303445952,2017-03-09T00:00:00,2345,,,CA,201611,,AUDI,PA,GY,918 EDINBURGH AVE N,00402,54,80.69B,NO PARKING,73,6451521.662668,1854412.761984
4305735954,2017-04-14T00:00:00,1324,CB1360,,CA,201802,,HOND,PA,BL,1100 HOPE ST S,00600,56,88.13B+,METER EXP.,63,6481976.497001,1837862.766555
4303612294,2017-02-21T00:00:00,914,,,CA,201706,,HOND,PA,SL,1723 N WILCOX AVE,00474,54,80.69BS,NO PARK/STREET CLEAN,73,6461450.39414742,1859709.07204989
4314325702,2017-08-09T00:00:00,1021,,,CA,201609,,BUIC,PA,BK,4016 21ST ST W,00143,51,5204A-,DISPLAY OF TABS,25,6462198.4628285,1836192.34629129
4291224383,2016-08-09T00:00:00,1034,,,CA,201608,,MNNI,PA,BL,2566 OVERLAND AVE,00141,51,80.69BS,NO PARK/STREET CLEAN,73,6433539.9,1836992
4338189855,2018-08-27T00:00:00,817.0,,,CA,201904.0,,TOYT,PA,WT,733 KINGS ROAD,00491,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449110.443075,1853240.050034
4257895832,2015-05-21T00:00:00,819,,,CA,201512,,GMC,PA,WT,4627 NATICK AVENUE,00368,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
1121067824,2018-01-20T00:00:00,1740,,,CA,201804,,GMC,PA,BK,6902 HOLLYWOOD BL,6FB11,1,8056E4,RED ZONE,93,6458683.593116,1859509.499775
4345828981,2018-12-27T00:00:00,1023.0,SC91,,CA,,,LEXS,PA,BK,12101 VENTURA BL,00321,53.0,88.03A,OUTSIDE LINES/METER,58.0,6442262.305668,1875221.534159
4342961361,2018-12-04T00:00:00,1943.0,,,CA,201811.0,,HOND,PA,BL,1801 ORCHARD AVE,00500,55.0,22514,FIRE HYDRANT,68.0,6474188.593095,1837659.965501
4273744355,2015-12-29T00:00:00,1037,,,CA,12,,MERZ,PA,WT,700 WALL ST S,00658,56,5200,DISPLAY OF PLATES,25,6486375.3,1837737.7
4256121811,2015-04-08T00:00:00,1832,SO807,,CA,201110,,HOND,PA,RD,4200 VENTURA CANYON AV,00315,53,88.13B+,METER EXP.,63,6431735,1875840.1
4318553816,2017-11-03T00:00:00,1023,,,CA,201805,,BMW,PA,SL,5310 BK OF FOUNTAIN AVE,00444,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4253511920,2015-03-03T00:00:00,1314,,,CA,201511,,BMW,PA,BK,5881 8TH ST,00107,51,80.69BS,NO PARK/STREET CLEAN,73,6453296,1844699.9
4325818840,2018-02-12T00:00:00,1251,VH16759,,CA,201705,,TOYT,PA,BK,4642 RUSSELL AVE,00445,54,88.63B+,OFF STR/OVERTIME/MTR,58,6473716.727772,1860540.449588
4290147186,2016-08-22T00:00:00,1152,,,CA,201610,,MERZ,PA,WT,450 LOS ANGELES ST S,00667,56,5200,DISPLAY OF PLATES,25,6486799.4,1839395.5
4329897751,2018-04-04T00:00:00,819,,,CA,201901,,CHEV,PA,WT,7407 LANKERSHIM BLVD,00351,53,80.69BS,NO PARK/STREET CLEAN,73,6444418.096252,1897201.863088
4349285894,2019-03-05T00:00:00,1013.0,,,CA,201904.0,,LEXS,PA,GN,300 MAIN ST,00176,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6416872.061018,1821320.736827
4258691953,2015-05-19T00:00:00,1812,CB4357,,CA,201603,,CHEV,PA,WT,500 SPRING ST S,00607,56,88.13B+,METER EXP.,63,6486047.6,1839722.2
4251125045,2015-01-20T00:00:00,1257,CC7341,,CA,201508,,CHRY,PA,BK,521 HILL ST N,6T3,56,88.13B+,METER EXP.,63,6524928,1878788.7
4344245356,2018-12-10T00:00:00,1104.0,,,CA,,,HOND,PA,SL,1500 BLK IVARENE AVE,101R,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4319691541,2017-12-02T00:00:00,1612,,,CA,201801,,DODG,VN,WT,12435 ARCHWOOD STREET,00300,53,80.56E4+,RED ZONE,93,6439452.137497,1892546.497083
4353878476,2019-05-01T00:00:00,1244.0,,,CA,202005.0,,JEEP,PA,BL,1855 YOSEMITE DR,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498580.319382,1871153.461352
4281968353,2016-04-21T00:00:00,1320,,,CA,9,,GRUM,TK,WT,726 SAN JULIAN ST S,00600,56,80.49+,18 IN/CURB/COMM VEH,63,6486296.6,1837076.1
4297886622,2016-11-26T00:00:00,945,MV239,,CA,201703,,HYUN,PA,SL,12100 VENICE BL,00306,51,88.13B+,METER EXP.,63,6431340.418153,1824653.865469
4311623142,2017-07-05T00:00:00,1043,,,CA,201709,,DODG,PA,OT,700 BLK NORMANDIE AVE,00473,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4253400093,2015-02-19T00:00:00,1039,,,CA,201508,,HYUN,PA,BL,511 BERNARD ST,00671,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4263123373,2015-08-14T00:00:00,1509,SV393,,CA,,,TOYT,PA,TN,1401 VINE ST,00485,54,88.13B+,METER EXP.,63,6462773.4,1857544.6
4346459036,2019-01-07T00:00:00,1244.0,,,AZ,201901.0,,TOYT,PA,WT,342 BROADWAY S,00600,56.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4328763585,2018-03-29T00:00:00,1152,,,CA,201902,,HOND,PA,BK,302 WALL ST S,00665,56,80.56E4+,RED ZONE,93,6487804.960837,1839902.100112
4335996114,2018-07-06T00:00:00,1110.0,,,CA,201811.0,,TOYT,PA,GY,1214 MAGNOLIA AVE,539AH,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474873.043242,1840284.790068
4350564584,2019-03-04T00:00:00,832.0,,,CA,201911.0,,CHRY,PA,WT,14519 SYLVAN ST,00362,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425840.330192,1889884.6201650002
4266554530,2015-09-20T00:00:00,236,,,CA,201605,,TOYT,PA,SL,651 SOUTH MAIN STREET,00601,56,80.69B,NO PARKING,73,6485732.7,1838701.5
4252247871,2015-02-10T00:00:00,1612,WU970,,CA,201601,,AUDI,PA,SL,600 SAINT PAUL AV,647R2,56,88.13B+,METER EXP.,63,6482434,1842073.4
4290026145,2016-08-02T00:00:00,507,,,CA,201706,,FORD,PA,WT,556 23RD ST W,00107,55,80.69BS,NO PARK/STREET CLEAN,73,6473706.4,1721825.6
4315985730,2017-09-11T00:00:00,2108,81,,CA,201710,,TOYT,PA,BN,11417 WOODBRIDGE ST,00315,53,80.58L,PREFERENTIAL PARKING,68,6446781.065481,1876661.884398
4343011105,2018-11-08T00:00:00,1208.0,,,CA,201908.0,,VOLK,PA,BL,12300 OHIO AVE W,00183,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420946.630086,1836812.087603
4254666312,2015-03-20T00:00:00,940,,,CA,201504,,TOYT,PU,WT,1267 ELYSIAN PARK AVE,00672,56,80.69BS,NO PARK/STREET CLEAN,73,6485849.8,1848847.5
1112217610,2016-04-28T00:00:00,2255,,,CA,201703,,FORD,TR,RE,251 WORLD WAY 1D,3F12,2,225078A,HANDICAP/NO DP ID,363,6438218.5,1802452.9
4335616471,2018-06-27T00:00:00,816.0,,,CA,,,NISS,PA,WT,17707 BULLOCK ST,00365,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6404701.899892,1888167.178477
4259299726,2015-05-20T00:00:00,1008,,,CA,201510,,DODG,PU,SL,721 SAN JULIAN ST S,00667,56,80.56E4+,RED ZONE,93,6486560.1,1837336
4300898685,2017-01-06T00:00:00,1659,,,CA,201712,,NISS,PA,SL,337 1ST ST E,00662,56,80.56E2,YELLOW ZONE,58,6487179.090368,1842086.546094
4274282762,2015-12-28T00:00:00,1306,,,CA,201511,,CHEV,PA,GN,632 106TH ST W,00555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4333865760,2018-06-01T00:00:00,2057.0,,,CA,201904.0,,DODG,PA,BK,4321 MATILIJA AVE,309,53.0,5200,DISPLAY OF PLATES,25.0,6430346.130875,1876886.7154400002
4253744725,2015-02-24T00:00:00,1747,,,CA,201509,,NISS,PA,BK,1541 WILCOX AVE,00403,54,80.56E2,YELLOW ZONE,58,6461454.9,1858476.6
4272244594,2015-11-25T00:00:00,841,,,CA,201601,,TOYT,PU,BK,5930 FARMDALE AVENUE,00354,53,80.69BS,NO PARK/STREET CLEAN,73,6446367,1887663.8
4351801440,2019-04-12T00:00:00,2334.0,,,CA,201907.0,,FORD,PA,WT,3470 6TH ST W,00402,54.0,80.69B,NO PARKING,73.0,6471661.352054,1845655.430643
4278755773,2016-03-23T00:00:00,1653,,,CA,201605,,MAZD,PA,GY,1513 MANCHESTER AVE,00500,51,80.70,NO STOPPING/ANTI-GRI,163,99999,99999
4301047516,2017-01-24T00:00:00,2013,,,CA,201707,,TOYT,PA,RD,1142 BEDFORD ST,00205,51,22500E,BLOCKING DRIVEWAY,68,6446438.606125,1843238.388136
4326136824,2018-02-02T00:00:00,1317,WS16,,CA,201803,,TOYT,PA,GY,1700 WESTWOOD BL,00901,51,88.13B+,METER EXP.,63,6428764.346946,1841540.718917
4304441654,2017-03-17T00:00:00,1041,,,CA,201802,,HOND,PA,BK,1047 GRAND VIEW ST,538C,55,80.69BS,NO PARK/STREET CLEAN,73,6476099.620281,1841408.021907
4281952850,2016-04-21T00:00:00,1010,,,CA,201602,,VOLV,PA,GO,1179 BELLEVUE AVE,00644,56,80.69BS,NO PARK/STREET CLEAN,73,6485512.1,1846771.2
4272261092,2015-12-03T00:00:00,1148,,,CA,10,,TOYT,PA,GY,600 MAIN ST S,651B,56,5200,DISPLAY OF PLATES,25,6485955.1,1838952.7
4257936745,2015-05-25T00:00:00,921,,,CA,201507,,BMW,PA,PR,7455 OAKWOOD AVE W,00494,54,22500F,PARKED ON SIDEWALK,68,6454983.5,1851040.2
4318350444,2017-10-07T00:00:00,1355,WS556,,CA,201808,,MERZ,PA,GY,10901 ASHTON AV,305W,51,88.13B+,METER EXP.,63,6427412.640171,1843717.813772
4256503300,2015-04-24T00:00:00,1724,,,CA,201501,,GMC,PA,GY,3543 BUTLER AVE,00907,51,5204A-,DISPLAY OF TABS,25,99999,99999
4268065616,2015-10-09T00:00:00,1142,SVV430,,CA,201512,,NISS,PA,GO,840 HELIOTROPE DR,00475,54,88.03A,OUTSIDE LINES/METER,58,6472357.6,1854070.8
1109065705,2018-03-10T00:00:00,2005,,,CA,201705,,TOYO,PA,WH,RIO VISTA/OLYMPIC,SRT,1,4000A1,NO EVIDENCE OF REG,50,99999,99999
4344525194,2018-12-05T00:00:00,1142.0,,,CA,201907.0,,FORD,PA,RD,5001 SLAUSON AVE,907R,51.0,80.61,STANDNG IN ALLEY,68.0,6438050.357373,1820524.1939759997
4323868894,2018-01-02T00:00:00,1336,,,CA,201710,,SUBA,PA,SL,3301 GLENDALE BL,00611,56,5204A-,DISPLAY OF TABS,25,6482867.683525,1865665.775555
4263976765,2015-07-24T00:00:00,1147,SS7,,CA,201601,,AUDI,PA,BK,1600 SAWTELLE BL,00906,51,88.13B+,METER EXP.,63,6425663.3,1839831.6
4307535271,2017-05-09T00:00:00,718,,,CA,201705,,HOND,PA,GY,2551 WEST PICO BOULEVARD,57B,57,80.56E2,YELLOW ZONE,58,6472868.71941329,1839708.43464172
